place_id,name,address,rating,review_count_current,business_status_search,lat,lng,photo_reference,review_count_prior,confirmed_name,business_status,website_url,website_reachable,last_modified,staleness_days,account_id,license_issued,license_expires,business_type,years_in_operation,months_until_lease_expires,owner_occupied,has_sba_loan,cuisine_cohort,risk_score,risk_tier,signal_years_in_operation,signal_lease_expiry,signal_review_decline,signal_website_staleness,signal_no_sba_enrollment,signal_renting,next_step_city_econ_dev,next_step_community_org,next_step_buyer,next_step_owner,next_step_high_school_program,needs_digital_refresh
ChIJq5owTQDBj4ARlX4OoTVYBbE,Smochi,"3768 Capitol Avenue Unit a, Fremont",3.4,17.0,OPERATIONAL,37.5492008,-121.9851851,AWCwydhsu9t0H3Bnh88tFUJ035uK_M9XcigaBxsnXoXHapEYidnQjL9DZLFwMWlxHbnLpDENf_P1oC4ntXCB-KrgvMlJU_cPns1KbrQiMsOR3oPliYCMB9uNkVzZNbRm3fItI8VxHfmtdFV0j97h67AJptjBpPwONsKmAZ96WUdRKa-Z7WocmBWlN72skQTjY3d3ndmdq48ltSaY2HTcOPG04X2uuABav9V7p5D_K_r7yBnMUDemQmWvmpwy6fGjlhGaACrQ8QHVD-oNg6crQxH-drTSfzuaWxOW9HJEexZerEpw7oHJ6hsXeb_U7UkMKs-kew8Wz3wAbYFM5bZvzZHEsMqRWL2sjpDeAVcNOHPlfqWxE4vcXfLLNCBYLLqctclgLPtQRmmbE5CuHjmF2belMMjk2JeKRLv_r0iKNVgIDCMWrXx3yYkh_8k3Rny7nKnGLcdqAFvO1Iqas9Rhg0t9LAOMvlcQ6Qy8TlNMcFoGjH1ClxY_F60Mt8UXeBhdl3Z6R2BixOEwephz6YvxWnnC6Q__DSKGZ2f5wKx4dr6PsUSBiJgyPoUskKRQP_i9Vw-m-6sQJIHIJuWE4olTRh1EaoNOla6VvcRwcUCSnAruhwSnxCqM37d70ccrWPBzmfDKQn79dw,,Smochi,OPERATIONAL,http://smochi.com/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Smochi is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJW8_Lb5y_j4ARzBkVoVjKtUA,Middle East Food Market,"4097 Peralta Boulevard, Fremont",4.7,157.0,OPERATIONAL,37.55732750000001,-122.0076973,AWCwydjEmYKmrlAmdDzp6vbsgZolsYIVfETWJKdgmOvPJEp0kjmNBOyD1Xl0kJWLBQkqn8mqIdhkIQotCMLmMXpiGdUcD-9_p7U01kp97KbX1Y-PLkVemg7Vm6k80OcFIIRj8UKH2gE_CPNKC6TzB-ay6PqJifVBwVMiUnSMyhjSWtIAjGsPcw0hVqUhlZUDM4ivcBoiMK3O3dZyWtgEhQWZD_orIsM8yvzx7_PSIoAZfGFpoMdLdvHYy6VhRP3Xd7YI-RXoAJVeDtFVUGSrWahM03o6J2uGOwNPo5XmfKYQOrsgUfmcs5S3m_n5GRzGcEev17IoR5wADaIq5jLHXoTXZe66NoFpIBQR41xWsFqarcqdHzMSF94a9G_lq_T4e9iTwPWUBAASq9fwdW0fo3Zmucqal0gpm6kQ-r3LCiWIJZMzqIS2mBbBdzQiQF0lY5kag5A44zDEgWLzA0U222nX9_lR8FcDe14999undncMo5l9K_LfRNn80388a4pIksHhM0zU7fJgfM3ua0Q9nklLTyqUqx-IZ4nAzVibuH6mEcu8CGL-Au3cSsYrNdrVge-vcaZcwE6x1_CLReAts-usm9Sjsr4ygIzttih8Ay0iWR8qjGmYGlWzXx-9i3CoN-_tZKpR6g,,Middle East Food Market,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Middle East Food Market is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJLX27gJm_j4AROQKR266dCT0,Bun Appétit Donuts,"37120 Fremont Boulevard A, Fremont",4.6,802.0,OPERATIONAL,37.56001740000001,-122.009928,AWCwydhsZLsTgaSfxlKc-cbfonPCs-XXZoHs0fOE0vshqkhcn8SjXz29jO8YqVOHHgK151-mG_yEnoHYdDh1A46KJjZHdRt7BhAop03X8QLnYgWlxnSzSpKqCj6_bNJ2o9kzbnzY7WD0UwEsee6TWZU0vshA09VWNDiD0RHrZkqX8DMBwaiTWAQNrImRG-3CZCczzB4GYCK8obqTpi51CDj4uB2gqT_WaTBbK8njraSCT0uUvrNcvzTQ1aAitUrzlID2mFJG98nGXWhbEZFViGwX3YZT9KC9aJFyQwsmNX_Ri144qGtmlD2oM8jRa8KuwuNW9WjBWuII_4BoP2218EJP8zFvkIGzPzlWKE-u-H8TXgcpjmhNJljCyZAK_84oN1hMad0VfkFII4KU74NvdoAMlpWvVRmVaWePvCu_ZOomoo8Xu4ngomdhLLftIvn66fBHwYGuxBulJTUObMvLVRE0VaZlwV-apGdMM-OVxXt9PmI-eXpEphihnw0CUm_v8bHFe3AfVaq6YaLMyajBvcLqH1oEzhwJBcIJWHFJ8s9B-qKwP9E-churQ_rNxN5874F3ytM82ekMj8pNQAC076bFW-uCr-xLb-pQjmC5M5kIgd3bvwoy3vRbajek0YMTzLXp,,Bun Appétit Donuts,OPERATIONAL,http://www.bunappetitdonuts.com/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Bun Appétit Donuts is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJv1conyK_j4AR8RqB4DJ-fjU,Dream of Me Bakery,"Peralta Boulevard, Fremont",4.8,119.0,OPERATIONAL,37.5534595,-122.0097942,AWCwydhrfBEJXLbNYBstt1B_TWLKQmQPMOCOH2SNsV1Mh8ISMqV9LBSwUmDsGYVsdQtYztgrR1TmkKBh9a_7zOVI-AaGeosWvMmzugln0CcCMTmOaSOLhYbeKb_1splA4s-BV6Z4nxQcjP8BXMwW1guclNW1NQqm8hvuZvKpIl-zTfXrRlPAgzDoduMAWFU13z0xH-FupXGuwKalbOXlJBw58EuYv-WKF1Z7Y-COS-mpyHTaUsSkr6Bdcn1HGaqjy-hXQgPwCWr6mAKCaBoH9-HuKfw4wuqzcJSbNd8YiJQkmI7_GsePGgEGN8V_wpdq-bdFIw9z_hYljas4N6h6WOBXredBT-6lCrnKtHHSBdy0qlwerc6mHb9dPxiURtSCfCD2Q5SWuE5QHjL7H6bLAWS4G1eTeSrqvSJxVYno7XvuUCpPfZGGXlfBLeRL1JILBXvES8AWGtTE-4Bxfqa2Gnc8FLLh7TOfEdxehT10qLIjkYOKV39nUY9q_G3sqlH3HemRy-FBJJF9rY2vWbb5oCWon_vp_z_eHOyl_fgezVmUfOZhb5wPAXS1AJKwWNWUJOBKTZnJ1vOG3KpvZ_V3Bv37LW_7zKhvys-ErXAPJwr2zHIlbcGR0vSJUwOh-_9TGcVoF4U3VA,,Dream of Me Bakery,OPERATIONAL,https://www.dreamofmebakery.com/,True,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Dream of Me Bakery is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJHSwPrZi_j4ARtJo36GsthJk,Francis Donuts,"4374 Thornton Avenue, Fremont",4.7,147.0,OPERATIONAL,37.5560809,-122.0144277,AWCwydhk5fOGpwMYGR5wjrgXaAaopZwksxp5Hp2vG95Ej025F_7rKkYJjH1i0-wQ7vQyhQzOYrXydUSAF9HHq1r-BTQQ2PfQBulxCY1bLypbIsgIV_Snw4drFplSjlOmtA0uE_bYsfaJgX4yUDDiX6sY7Tk3WZJRdbZrsIX6uINOwdJr4ifiH8RDUoKAQQ66OVq6jWc3nPfskI0A-Pn9nPA7JN5fsIZrxNYcZfBHPRcMM3phN-n1af6o4LYYJv7KBaMRh1WssnEebdURlor5lSjA2ieuOD9vPoJL6Dgnec_lVvg0FCGetzwnRWVmexdrXvc2rK1ee9qqD0jxt94UAALjGb4q_50CS0rKlBQhEausxDpV1jyppw4PyicAfOTtDq0KsgQhIVCgeIrhBo7owfVIT5fMNhu4AOlAJp4ibrRqkdya_GvG9rEIwWrcyOCw3WYIQG9qfuQ88T-m3M1M4moI1KMKe2Z_FimobKSwzCtATwuOBDzIBCnBQlwlli6tjpPBspSSuIoBoX1tSIeD_7y1kp3HRkiS0f4ibV5j8xwAbSsSqy756NQHF2O6DEZYwHPudIpPLrUTYCenRpx7DNcP75LVOg4ZZI0g-Y7a1___urwG_ujcIzodcNhMG4jF4Vh62JkrNw,,Francis Donuts,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Francis Donuts is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJ47NlEInBj4AR5BarvWcNZTk,Hi5 India,"39447 Fremont Boulevard, Fremont",4.0,428.0,OPERATIONAL,37.5437655,-121.9821342,AWCwydg0uRGBaRXmgbcPlhrZwv8xYBht5rXUmKCfC1DgIYp0mH0evXSeaT5McJugUHSMdIYno8C268xCD-CFnl3wWi6rrJtg3FqFUjBc66yRnSimtYFk3DoQO06Kf8LnZDNVx8dw733snWidT8DhJX3vvqjMSs1das7sWJmcKdv0m9qP8A1BLOEPkeplnixgdYc22B15b8G9XPKK5yIKNSW2dPxjfl7W3oBnVUh9f7wnMZyYDCjQpAs4emUcE5jvPTRmly652DRUsf6hbHP_q6BBrJ0TBdjhZyhljttDBaWqAln-waDJsZczfssJvROExPE5WwO82UmWjd1EdpYzVwh5U_Mod7JANMatybGP61JpqzdNGl2JmE8jDIrG4S67NA2sAuwboTsGTFD8RxaUUlhaNzDlvBJAeOAR4CKJEKupe94GVSFlB60m3zMd8vSjGYpZQMbaAIQSfrbPo0DbY_bvnM_1S58NZX6GskXREPhcOP3rFnMVJwqRrP2ve0MCiZA0a4NCo7U8BsXbQ8hMNv31FuQ2NTHP8MIT4FJhzHhyDt4bR3f2C0jL3viaqyOqnomy9TG34mPkU3lG1_t4FQLEt_P2Y85OHUzG4vrOF8OVrUWaEezqB1tv0RR-vOXM4AjBEqZ2rLPjGj7oE3rSK4D3ubfa7O0,,Hi5 India,OPERATIONAL,https://hi5india.com/,False,,,,,,,,,,False,South Asian,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Hi5 India is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJm3wr90u_j4ARWElu0hEgBDo,Dadi's Kitchen,"35832 Caxton Place, Fremont",,,OPERATIONAL,37.5692671,-122.0202129,AWCwydhDQrrBseax8ljgAnwuvmsmM1IL1eeeFZ1R3rar1zUJR9lxjX-eb7duMixPTV3wciEqem0J-8Nbxw933rzS-IxEt_EcETL5RaHXZXC8Uivo_0OLsxZMLnAM6h8pM6t4aWycbMGDssGjYy685vr6N2UEWll9VhmsPm5oX1UqDuSBHihV5sD6xMBtcU5jLB6glqbbJI44YG7dl1zM9gOPAkI_sOhhcDtPXwj6D6VKA6vDiDnsEKKjh780mWZ0W0m9e3MGIXLCteUSRNUJvYrCBfIT3QB3cpu2-q1ByAwZp2DpD8QXi5VHcB8jnWkKB9UOjFtWqZbwfXBPa0gOekWt2dN05JplsRfKGeV8y9rda3yaJDU6oeped2G7KXJEEF4W6PzVOTd8i7q_4pDH9ERieawvrWSo1cCRXiOw8oTIsXjfb_c5iijwHjYdYuer9ud2u7VG3_Dty9BjWVioTcwX76GslksZBOBRsMD8Vt7WZ-qWyiVcOjT6X3TH61zIXP3FhLz4TS4uBu_6-_HN-7vgAdrP2v3v_WU1iS4D6pN-62A1oLCyQB0shNcm60VVnuT8fdVQvRVzQ-YeKWAD8bba0jDVr5GbzqakTKQeAIxJPYeoyei_YmOgEGBLHu6GwKo9TaHBQpTNJpT26f3jCeJE5cWjKuk,,Dadi's Kitchen,OPERATIONAL,,False,,,,,,,,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Dadi's Kitchen is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJW8-hyMjAj4AR67izitH8S0c,Shanghai Noodle House,"40575 Fremont Boulevard, Fremont",4.4,352.0,OPERATIONAL,37.5358639,-121.9652861,AWCwydg3nAT_i-VUVtKvZLdy4kF7OAevPL7BRYUPsmxuVPf_qHoTjlynhaIveRrBGS26i1mIPVvfKpCWGYq61cp7Ph9ExXZUxgBlP3ewPjXPAUy-45FE6WYRuXReN-cuEKFlFGalsXoFPk34v0P4SwVuY-GBYY0KyqmgWcJ14TmjfhppqNugJrxK9SgqWPPbyGu6INn96Ii18mIWia6vWAIdph-EN0nkDtNdXGDu-46Dv7ogWh14wt_7YwHkdGK7TpuzVCN9_dSD01ghD-ov818-8FWo4FFD4i4uOrKKiM-fMrd3B44M0nb4VNc1dNjFzyLhJwg7tDoivW8WXLS2AsNNSuwmGMQMviVzgN4kEjbp7Z6OUWZ4yfHQB6uAOye21-wbcVceNscI9AP1nJjUfhz5wWv7p-PcIyFFhu1Hi_pycp4QJ3y7uA2PdjWTMpz2buLGq7IvVE8jWfvoV-LYtvMiTiquVcYQnLk7Jw7kpTaJkzdpUJAqwxh-PntuPv4gF1jnfzXQJXEc3FHZwZJH3a15MIy7KMnjn7L9Aln2fQBn7n0oqBoc7NGX3grYYhyrWOhapu6QGjm0-cpyRKiMQLW83Cr-GrumlUhvKNzjdAXpadbCpdmkEfAQ0if_KEmNhJdyFQpsq5HEcERkf3dDqv21saVdnbE,,Shanghai Noodle House,OPERATIONAL,http://www.shanghainoodlehouseca.com/,True,,,68844.0,2010-05-05,2027-03-31,Restaurant,16.22739726027397,,,False,Chinese,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Shanghai Noodle House is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJxXhFhOPAj4ARp_jdTvrQXvQ,Daily Bagel Cafe,"40061 Mission Boulevard, Fremont",4.5,293.0,OPERATIONAL,37.5556429,-121.9513883,AWCwydgseUUWN9n4syZtQoMBsjOSAjPiyekPm0xGKIx_nADAlvZVeXO4XD6fYXm98EYZrtL6cyzeF3Fz6_2jWzBQm1YCfXq5fAoDRZBmIK23RCMivdCGmEOq4D5-WfRBGKl5ZgIK5jeCpXy_WggDFU6dsuOb-_1OBZmkUzgY1aM26sqMCqlFdOid9dauSGNljTOqFsD6cJ_wHZ42tuAgJZkmxBcr1DNmH-JfoZhdUJm1OEag6_UrxwwQ9Mj79kYv_ZZNTDV3qe-AAJwGHw6KBnIQWNpSditl4broA-SaBzHKTdOZMQ_eTHly2rKT54KnF18yZtFyepMDVE5C9oSBjoVS7JnUFJucd8vD7ERwy2VgKhjUg4QPgZ6fYxlSSb_ohMzTVVJ8I76XY6sWUrqazBMQIwdh6uyOzpPugYzXRl-h4_rE9dUuHuzSFSABXYHXDopiB7iLD_Ig45HD4j06mz9MQviS9kJsrVCYz0hpq7cCFlCX9-NbeHxws6EdtLD8Jqm_mg-hVP_FobUz09DElKJmtVntDXjvU3nA6YgGl9m3HdwG-wxtxXHRGdtF2vgWik7LQOmIOMJLYg0kq-bq9kqOxNJkQjdzkZyFO5QrtKhIB1m5otjxIkP9S9hrNQr6xcOtGqsrRg,,Daily Bagel Cafe,OPERATIONAL,http://daily-bagel.cafe-inspector.com/,True,,,67806.0,2010-01-05,2027-03-31,Restaurant,16.556164383561644,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Daily Bagel Cafe is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJC4LlqpC_j4AR-YtYSlwFSUk,Satomi Sushi,"3655 Thornton Avenue, Fremont",4.3,809.0,OPERATIONAL,37.5627791,-122.0104357,AWCwydh-krrQjfSjElFQebuRfP_59CuLyLVMJ9VCOrf9FlfxRK1jvzLS4yDrKpJXgmaywKFa0ayrKklKbKPVDufj_IkvVG_JHPWB9T_cmIO2lRXq1PPGsrGRxlqHMk4ipNVYlfrLUO_b1PELKVGekplnmuHwK9g-nktIPhCMpgVMad3WCLAUH7jf8gwkTiRjpIwqF-VQPYyax4l3yWHHP_3KtSAPg7P9o9RqZTLdLRBklo7q2Rge-YxrowpVXKi_5GBZqmJ5GmU74j-paqEr5If_5msQfOEaZSR3l-Ltheu2UdshNvuTApHApclT5VUZy2Pco-29UpoGA5XHaqDy5JfnSTQCnk3BQ4Fzs3yO1SV_bntZ9CILYpI3FTw1wQsrX5bMWrhqxtrscbI1quX0t7AIkWXCWizUQwyGrNQXLU0edk7Tv-4EuMJH16aMXle6o6LHf6JxJmA7tu-jf0DBM8YJ6IXkBxUFINgZQzLVB0evjKWqtytat7_B0abSS_mVgcEo0EUqOP9l_dcZKkSFAMUkOPaWB3ZXBOrWAeII25IKEUCf-DWR5f3wsSK7R16mBi1-xbe-9-yx8nrOkIRPw4H6QTH2dtRsGs_hJRj4eDIUAA57F-iBU1B80Yu7BcNevisp84ZeFQ,,Satomi Sushi,OPERATIONAL,http://www.satomisushi.com/,True,,,58216.0,2006-09-29,2009-03-31,Restaurant,19.827397260273973,,,False,Japanese,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Satomi Sushi is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJn0zJr5vAj4ARqmA1ZypcxpM,"Falafel, etc.","39200 Fremont Boulevard, Fremont",4.3,776.0,OPERATIONAL,37.5478029,-121.9844664,AWCwydiKJwfmrMVFHULRM3WoG5EniACfTONH07OST3Dwql1i1ccgugsNiP9496MSfiRxaZiroh_cNQapUiusNVazxXDuCXt21V3Wkz8dpe2B385bN5FDDzCKM3QbGKY39CDAl5Gsy7b4_f6pMiEKwAVzLEURsfJdRFygtLVpAQ4PuHl_qh74aUsMDdkE7vd1ONZhW2atg_n3DxmZEvgLBnbTmpXKKA5zGInsj1dY1MChbMpl9AZqC8aDxk1vsXLEVQOz6am6NB02AgbMm2O_6ppMhpToMgq_u-aR4FX8fjX7uN8nd0ly0AouTFbN8fbDGZxG78x6pelVOJGkxlU4cThsFKZ5gZEg6uBMB6j6b71pVD5haLXlCfn25S_TYZbKqbqiRF3Y1JjB6FzBWM9_4suxDdXIa0Z03VtJPoqC7tjIvELxB7Oq-JcxQw1niSY-ZG2acffEU5DRxYDgD_j_Uj6qxyVViNveNdoHVkVtvWh4WOXpsBMQ7fUWftPLFELrZa4IBmOQMYYLm1MMe8mo4FTHIvWHDAv4FTwe4ZmCvqsQ5RgQq_3i55qNko9z_Ypr9nQTSnXg0xaG6-I8a3Is_G3z9DfuChQPPA8L4otqssnHw0a4jpn0Ucn8k2J73c6yKLd3TvGyI0zl,,"Falafel, etc.",OPERATIONAL,http://www.falafeletc.com/,True,,,58668.0,2006-11-22,2024-12-31,Restaurant,19.67945205479452,,,False,Middle Eastern,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Falafel, etc. is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJd8e_ApXAj4ARHkHzxDg125A,B K's Bistro,"3113 Stevenson Boulevard, Fremont",4.0,663.0,OPERATIONAL,37.5470869,-121.9726506,AWCwydjfIxNvq6y_0lpk7QVTCXApDl8v3aPyhQfkSw1Eut_p45NChSgu3OCJO9lELLYwHEEkFExwXYBksxP3_8sgLroYui3p8o_JioSLp2h_R-qWNeRj-TCkB-aDxHf4KkdhhM7GxlCTHB0T89v-J4ITueriFDMPK9kVVeKsnmPm_xHBCQxsh4zuGZyO4oCA_iW71AoMKCpZTlsHGAxtxrV4H4dhFJSxfKMJjdd4AqQCnwB1T_v1i0Up1mBsZGiOx54weM21FkV0mZ_-TGf68h3rwTXULD3E8W0uuQ3A57wuEgefXFUYjkKUrsMQmBOIpevResiPhB-Z6htyOmsYd7iZ6IrjQmU0JHPf9KQ01Z42bpoP_3hdw6h-EB__dt5aY6AbNd3Y5i4Tgltr3GhYVBVo7OX4yvKWaKeN21bRtHA9blcn0X0ItqQODho6hhpFetmfhbven1vujpBblm3YBwcJht9s_a1HA7sNKtAdrUZ2AZzeqxZ5_lIHkn1nYHRUNUfOdJ-ip4S8OMRSsG6bwLFR9o9UAL0SxvERNB8JBNfMu7119_zS8RvpwqqQJgbGI7ENNFh1q6ld2_ZG6R-14hgkc1Wuy8m0zQ8KIdi9HAbhzPHxuXtgD0OccurDn-fftbZpyx7qMQ,,B K's Bistro,OPERATIONAL,http://bksbistro-togo.com/,True,,,71118.0,2011-04-14,2014-03-31,Restaurant,15.284931506849317,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","B K's Bistro is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
ChIJQafOGC2-j4ARC0w83XSkPMk,Boba Queen,"34420 Fremont Boulevard, Fremont",4.1,235.0,OPERATIONAL,37.5757945,-122.0398366,AWCwydidfPsPmQj75LRZGMucmqQ_DMiugWJgydZNGskplr0e1Wp5ltKG_O5SWJ-ELwZ41uCoFxiLYY8GjmaotilLr2TJ3WWr5dKlxWoMj9S-tKZf7dok69IZOnuW7EHYv1D1LkKnGLTIgtwk71aAENqZ1nAqsK0nvO07AfSrod4U1TOLjISixbVh4hJgsuWK0FEU-YvRTu7Iq1i02FJRp2rFN-ehKY5Y5D505dYnhXl7dM3X3OVSd6B5aE8OGGKUoEaXNK3Lw4xp7Oa9u0S4tR1DD-Qd0aRWpiGyFbzwaSsaHj3MvYyZFMfWD6J_ckRe9_BeaRuSdXqquCL4IzEXSM-bmFbV2Rh1UFHMGb5c3xxiV83VU9Jh0JE9ak5dkATP71wtwyOzzEGycGKNPMoqmokU2SyGhg2dk3vwafYStjrzDad4-GKK_b_nmmRFxWtheMuz0AFeNvJob2rgBPUg6Qq6iNZYq9s8fwD5R6RMhEP-tj3JfiTEfqOwe1oTj0Zadp7orB3zegghDlf-YIgpgISlboqtHyTCOszp8IVAI_IHaPQBjADArtEduuueypWFX7NuNkrOZ5LthrCcFpFK77awoOW79fVlQVgPp6zY41H7GXr63ChVlDjgVi5wI4Qw57q6Zs3k3Qfe,,Boba Queen,OPERATIONAL,https://bobqueentogo.com/,False,,,68393.0,2010-03-16,2012-12-31,Restaurant,16.364383561643837,,,False,Other / American,44.5,high,0.3,0.3,0.3,0.8,1.0,0.3,"Worth a call soon. Flagged for not enrolled in any SBA/transition program, stale or missing digital presence, and SCORE mentorship & SBA transition planning, digital modernization support is probably the right fit.","Boba Queen is high-risk and hasn't touched a transition program yet. Get them talking to SCORE or the county SBDC now, not after they've already put up a closing sign.",,"Your site or listing hasn't been touched in a while. The city runs a free program for updated photos and a basic refresh. No cost, just say the word.","Could use some help online: new photos, an Instagram, maybe a simple site. Good fit for a student looking for service hours.",True
